SNMPTRAP-netScaler-SDX-ROOT-MIB-ipmiStateError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-ipmiStateNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-logicalDriveFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-loginFailure	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-memoryUsageHigh	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-memoryUsageNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-mpsDown	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-mpsUp	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-passwordRecoveryFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-passwordRecoverySuccess	2	2	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-physicalDriveFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-powerSupplyFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-powerSupplyNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-resourceStateError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-resourceStateNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-subSystemDown	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-subSystemFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-subSystemUp	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-systemTempError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-systemTempNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-trapConfigFailure	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-versionMatrixMisMatch	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-voltageError	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-voltageNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenApiFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenApiNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenHttpFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenHttpNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenPingFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenPingNormal	2	52	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenSshFailed	''	''	1800	10
SNMPTRAP-netScaler-SDX-ROOT-MIB-xenSshNormal	2	52	1800	10
SYSLOG-cisco-ios-ASA-103001	3	''	1800	13
SYSLOG-cisco-ios-ASA-103007	2	''	1800	13
SYSLOG-cisco-ios-ASA-104001	2	''	1800	13
SYSLOG-cisco-ios-ASA-104002	2	''	1800	13
SYSLOG-cisco-ios-ASA-105003	2	''	1800	13
SYSLOG-cisco-ios-ASA-105004	2	''	1800	13
SYSLOG-cisco-ios-ASA-105005	3	''	1800	13
SYSLOG-cisco-ios-ASA-105006	2	''	1800	13
SYSLOG-cisco-ios-ASA-105008	2	''	1800	13
SYSLOG-cisco-ios-ASA-105009	2	''	1800	13
