k2eiazsw01-ifEntry.92	''	Tennis Australia LAN/Photo Server network NW01-033 (underneath A	GigabitEthernet2/0/24	1500	Gi2/0/24	1000000000	6
k2eiazsw01-ifEntry.93	''	AP/WiFi	GigabitEthernet2/0/25	1500	Gi2/0/25	1000000000	6
k2eiazsw01-ifEntry.94	''	AP/WiFi backup	GigabitEthernet2/0/26	1500	Gi2/0/26	1000000000	6
k2eiazsw01-ifEntry.95	''	''	GigabitEthernet2/0/27	1500	Gi2/0/27	1000000000	6
k2eiazsw01-ifEntry.96	''	''	GigabitEthernet2/0/28	1500	Gi2/0/28	1000000000	6
k2eiazsw01-ifEntry.97	''	IBM End User (DHCP)/desktop switch	GigabitEthernet2/0/29	1500	Gi2/0/29	1000000000	6
k2eiazsw01-ifEntry.98	''	IBM End User (DHCP)/desktop switch	GigabitEthernet2/0/30	1500	Gi2/0/30	1000000000	6
k2eiazsw01-ifEntry.99	''	IBM End User (DHCP)/desktop switch	GigabitEthernet2/0/31	1500	Gi2/0/31	1000000000	6
p1cibzfw01-ifEntry.1	''	''	Adaptive Security Appliance mpn-bz interface	1500	mpn-bz	0	135
p1cibzfw01-ifEntry.2	''	''	Adaptive Security Appliance ci-bz interface	1500	ci-bz	0	135
p1cibzfw01-ifEntry.3	''	''	Adaptive Security Appliance ci-gz interface	1500	ci-gz	0	135
p1cibzfw01-ifEntry.4	''	''	Adaptive Security Appliance ci-vpn interface	1500	ci-vpn	0	135
p1cibzfw01-ifEntry.5	''	''	Adaptive Security Appliance ci-yz interface	1500	ci-yz	0	135
p1cibzrv01-ifEntry.1	''	To p1ciizsr01 1/35	GigabitEthernet0/0	1500	Gi0/0	1000000000	6
p1cibzrv01-ifEntry.10	''	** Not in use **	FastEthernet2/7	1500	Fa2/7	100000000	6
p1cibzrv01-ifEntry.11	''	** Not in use **	FastEthernet2/8	1500	Fa2/8	100000000	6
p1cibzrv01-ifEntry.12	''	** Not in use **	FastEthernet2/9	1500	Fa2/9	100000000	6
p1cibzrv01-ifEntry.13	''	** Not in use **	FastEthernet2/10	1500	Fa2/10	100000000	6
p1cibzrv01-ifEntry.14	''	** Not in use **	FastEthernet2/11	1500	Fa2/11	100000000	6
p1cibzrv01-ifEntry.15	''	** Not in use **	FastEthernet2/12	1500	Fa2/12	100000000	6
p1cibzrv01-ifEntry.16	''	** Not in use **	FastEthernet2/13	1500	Fa2/13	100000000	6
p1cibzrv01-ifEntry.17	''	** Not in use **	FastEthernet2/14	1500	Fa2/14	100000000	6
p1cibzrv01-ifEntry.18	''	** Not in use **	FastEthernet2/15	1500	Fa2/15	100000000	6
p1cibzrv01-ifEntry.19	''	** Not in use **	FastEthernet2/16	1500	Fa2/16	100000000	6
p1cibzrv01-ifEntry.2	''	To p1ibbzrt01 1/47	GigabitEthernet0/1	1500	Gi0/1	1000000000	6
p1cibzrv01-ifEntry.20	''	** Not in use **	FastEthernet2/17	1500	Fa2/17	100000000	6
p1cibzrv01-ifEntry.21	''	** Not in use **	FastEthernet2/18	1500	Fa2/18	100000000	6
p1cibzrv01-ifEntry.22	''	** Not in use **	FastEthernet2/19	1500	Fa2/19	100000000	6
p1cibzrv01-ifEntry.23	''	** Not in use **	FastEthernet2/20	1500	Fa2/20	100000000	6
p1cibzrv01-ifEntry.24	''	** Not in use **	FastEthernet2/21	1500	Fa2/21	100000000	6
p1cibzrv01-ifEntry.25	''	** Not in use **	FastEthernet2/22	1500	Fa2/22	100000000	6
p1cibzrv01-ifEntry.26	''	** Not in use **	FastEthernet2/23	1500	Fa2/23	100000000	6
p1cibzrv01-ifEntry.27	''	** Not in use **	FastEthernet2/24	1500	Fa2/24	100000000	6
p1cibzrv01-ifEntry.28	''	** Not in use **	FastEthernet2/25	1500	Fa2/25	100000000	6
p1cibzrv01-ifEntry.29	''	** Not in use **	FastEthernet2/26	1500	Fa2/26	100000000	6
p1cibzrv01-ifEntry.3	''	** Not in use **	FastEthernet2/0	1500	Fa2/0	100000000	6
p1cibzrv01-ifEntry.30	''	** Not in use **	FastEthernet2/27	1500	Fa2/27	100000000	6
p1cibzrv01-ifEntry.31	''	** Not in use **	FastEthernet2/28	1500	Fa2/28	100000000	6
p1cibzrv01-ifEntry.32	''	** Not in use **	FastEthernet2/29	1500	Fa2/29	100000000	6
p1cibzrv01-ifEntry.33	''	** Not in use **	FastEthernet2/30	1500	Fa2/30	100000000	6
p1cibzrv01-ifEntry.34	''	** Not in use **	FastEthernet2/31	1500	Fa2/31	100000000	6
p1cibzrv01-ifEntry.35	''	** Not in use **	FastEthernet2/32	1500	Fa2/32	100000000	6
p1cibzrv01-ifEntry.36	''	** Not in use **	FastEthernet2/33	1500	Fa2/33	100000000	6
p1cibzrv01-ifEntry.37	''	** Not in use **	FastEthernet2/34	1500	Fa2/34	100000000	6
p1cibzrv01-ifEntry.38	''	** Not in use **	FastEthernet2/35	1500	Fa2/35	100000000	6
p1cibzrv01-ifEntry.39	''	** Not in use **	GigabitEthernet2/0	1500	Gi2/0	1000000000	6
p1cibzrv01-ifEntry.4	''	** Not in use **	FastEthernet2/1	1500	Fa2/1	100000000	6
p1cibzrv01-ifEntry.40	''	** Not in use **	GigabitEthernet2/1	1500	Gi2/1	1000000000	6
p1cibzrv01-ifEntry.42	''	''	Null0	1500	Nu0	4294967295	1
p1cibzrv01-ifEntry.43	''	''	Vlan1	1500	Vl1	100000000	6
p1cibzrv01-ifEntry.48	''	To p1eibzrv	Tunnel111	1514	Tu111	9000	131
p1cibzrv01-ifEntry.5	''	** Not in use **	FastEthernet2/2	1500	Fa2/2	100000000	6
p1cibzrv01-ifEntry.53	''	To p3cibzrv	Tunnel123	1514	Tu123	9000	131
p1cibzrv01-ifEntry.54	''	To p3eibzrv	Tunnel113	1514	Tu113	9000	131
p1cibzrv01-ifEntry.56	''	To p5eibzrv	Tunnel115	1514	Tu115	9000	131
p1cibzrv01-ifEntry.57	''	To z1eibzrv	Tunnel1221	1514	Tu1221	9000	131
p1cibzrv01-ifEntry.6	''	** Not in use **	FastEthernet2/3	1500	Fa2/3	100000000	6
p1cibzrv01-ifEntry.7	''	** Not in use **	FastEthernet2/4	1500	Fa2/4	100000000	6
p1cibzrv01-ifEntry.8	''	** Not in use **	FastEthernet2/5	1500	Fa2/5	100000000	6
p1cibzrv01-ifEntry.9	''	** Not in use **	FastEthernet2/6	1500	Fa2/6	100000000	6
p1cibzrv02-ifEntry.1	''	To p1ciizsr02 1/35	GigabitEthernet0/0	1500	Gi0/0	1000000000	6
p1cibzrv02-ifEntry.10	''	** Not in use **	FastEthernet2/7	1500	Fa2/7	100000000	6
p1cibzrv02-ifEntry.11	''	** Not in use **	FastEthernet2/8	1500	Fa2/8	100000000	6
p1cibzrv02-ifEntry.12	''	** Not in use **	FastEthernet2/9	1500	Fa2/9	100000000	6
