#system	nodestatus	realm	custtag	role	eihostname	hostenv	systemtype	oslevel
wat001part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat001	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat002part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat002	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat002part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat002	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat002part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat002	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat002part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat002	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat002part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat002	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat002part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat002	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat003part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat003	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat003part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat003	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat003part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat003	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat003part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat003	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat003part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat003	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat003part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat003	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat004part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat004	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat004part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat004	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat004part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat004	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat004part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat004	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat004part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat004	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat004part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat004	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat005part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat005	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat005part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat005	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat005part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat005	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat005part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat005	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat005part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat005	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat005part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat005	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat006part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat006	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat006part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat006	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat006part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat006	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat006part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat006	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat006part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat006	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat006part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat006	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat007part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat007	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat007part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat007	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat007part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat007	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat007part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat007	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat007part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat007	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat007part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat007	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat008part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat008	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat008part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat008	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat008part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat008	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat008part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat008	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat008part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat008	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat008part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat008	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat009part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat009	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat009part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat009	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat009part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat009	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat009part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat009	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat009part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat009	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat009part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat009	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat010part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat010	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat010part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat010	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat010part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat010	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat010part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat010	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat010part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat010	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat010part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat010	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat011part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat011	PRD	SYSTEM.P7-750.LPAR	Linux rh6.3 ppc64 2.6.32-279.el6.ppc64
wat011part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat011	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat011part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat011	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat011part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat011	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat011part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat011	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat011part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat011	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat012part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat012	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat012part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat012	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat012part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat012	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat012part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat012	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat012part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat012	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat012part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat012	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat013part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat013	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat013part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat013	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat013part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat013	PRD	SYSTEM.P7-750.LPAR	Linux rh6.3 ppc64 2.6.32-279.el6.ppc64
wat013part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat013	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat013part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat013	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat013part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat013	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat014part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat014	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat014part1.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat014	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat014part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat014	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat014part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat014	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat014part2.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat014	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat014part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat014	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.7.1.el6.ppc64
wat015part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat015	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat015part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat015	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat015part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat015	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat015part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat015	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat016part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat016	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat016part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat016	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat016part14.pod3	LIVE	y.wat.w3	WATSON	WATSON.SERVER	wat016	PRD	SYSTEM.X3650.VMWARE	Linux rh6.3 x86_64 2.6.32-279.el6.x86_64
wat016part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat016	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat016part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat016	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat017part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat017	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat017part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat017	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat017part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat017	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat017part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat017	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat018part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat018	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat018part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat018	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat018part2.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat018	PRD	SYSTEM.P7-750.LPAR	Linux rh6.2 ppc64 2.6.32-220.el6.ppc64
wat018part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat018	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat019part1.pod2	LIVE	y.wat.w2	WATSON	WATSON.SERVER	wat019	PRD	SYSTEM.X3650.VMWARE	Linux rh6.3 x86_64 2.6.32-279.el6.x86_64
wat019part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat019	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat019part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat019	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat020part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat020	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat020part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat020	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat021part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat021	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat021part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat021	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat022part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat022	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat022part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat022	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat023part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat023	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat023part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat023	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat024part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat024	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat024part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat024	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat025part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat025	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat025part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat025	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat026part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat026	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat026part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat026	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat027part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat027	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat027part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat027	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat028part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat028	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat028part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat028	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat029part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat029	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat029part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat029	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat030part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat030	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat030part2.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat030	PRD	SYSTEM.P7-750.LPAR	Linux rh6.1 ppc64 2.6.32-131.0.15.el6.ppc64
wat031part1.watsonp2	LIVE	y.wat.w1	WATSON	WATSON.SERVER	wat031	PRD	SYSTEM.X3650.VMWARE	Linux rh6.4 x86_64 2.6.32-358.el6.x86_64
z10000	LIVE	g.ci.z1	SHARED	CWS.PRIMARY;XCAT.MASTER;MONITORING.SMA.ITM.SCRIPT.CHKDS4K;MONITORING.SMA.ITM.SCRIPT.CHKPOWERSYS;MONITORING.SMA.ITM.SCRIPT.CHKSANSW;MONITORING.SMA.ITM.SCRIPT.CHKSVC;VNC;INSTALL.LINUX;DNS.XCAT;NFS;TFTP;DIRSTORE.TRIGGER;MONITORING.SMA.ITM.SCRIPT.CHKXIV;MONITORING.SMA.ITM.SCRIPT.CHKIMM	z1vsx01	CDT	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.71-default
z10001	FLUX	g.ci.z1	SHARED	COMPILER.C.AIX7	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
z10002	LIVE	g.ci.z1	SHARED	GPFS.SERVER.NSD	z1vsp04	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10003	LIVE	b.ci.z1	SHARED	GPFS.SERVER.NSD	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10004	LIVE	b.ci.z1	SHARED	WEBSERVER.EI.TLCMTEST;WEBSERVER.EI.DPR	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10005	FLUX	g.ci.z1	SHARED	WAS.APPS.TEST;WEBSERVER.APPS.TEST;WXS.TEST.ECC.GRID;WXS.TEST.ECC.CATALOG	z1vsp04	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
z10006	FLUX	g.ci.z1	SHARED	MONITORING.SMA.ITM.ECCINFRA;WAS.APPS.SSLFIX	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
z10007	BAD	g.ci.z1	SHARED	POWERVC;RETIRED	z1vsx06	CDT	SYSTEM.UNKNOWN.VM	
z10008	LIVE	g.ci.z1	SHARED	GPFS.SERVER.CNFS;NFS	z1vsp05	CDT	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.71-ppc64
z10009	FLUX	g.ci.z1	SHARED	WAS.TIVOLI.ECC;DATABASE.SHARED.CLIENT.DB2V9;MQ.APPS.TEST;APPS.TEST;DATASTAGE.TEST;MONITORING.SMA.ITM.ECCINFRA	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10010	FLUX	g.ci.z1	SHARED	MONITORING.SMA.ITM622.AGENT.TEST;WAS.RAFW;TBSM;DATABASE.SHARED.CLIENT.DB2V9;MQ.APPS.TEST;APPS.TEST;EVENTPUBLISHER.TEST;MONITORING.SMA.ITM.ECCINFRA	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10011	FLUX	g.ci.z1	SHARED	WAS.EI.TAD4D;WAS.GZECC61EDTLCMRA-SA1;WAS.GZECC70EDTLCMRA-SA1	z1vsp04	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10012	LIVE	b.ci.z1	SHARED	COMPILER.C.AIX6;BASTION.INTERNAL.EI;WEBSERVER.COMPILER.AIX6;MONITORING.SMA.ITCAMISM.AGENT;UCD.AGENT	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10013	FLUX	g.ci.z1	SHARED	WAS.DM.APPS.TEST;MQ.APPS.TEST;WAS.DM.DATASTAGE.TEST	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10014	FLUX	b.ci.z1	SHARED	WAS.APPS.TRAIN2;WAS.DM.APPS.TEST2;WEBSERVER.CLUSTER.BZCDTCL005;APPS.TEST;WEBSERVER.APPS.TRAIN;WAS.APPS.TEST;DATABASE.SHARED.CLIENT.DB2V9;MQ.APPS.TEST	z1vsp04	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
z10015	FLUX	g.ci.z1	SHARED	WAS.APPS.TEST.UPDATES;WXS.APPS.TEST.UPDATES;WLP.APPS.TEST.UPDATES;WAS.DM.APPS.TEST.UPDATES;WXS.TEST.ECC.GRID;WXS.TEST.ECC.CATALOG	z1vsp05	CDT	SYSTEM.P7-750.LPAR	AIX AIX6 64-bit 6100-09-05-1524
