#system	nodestatus	realm	custtag	role	eihostname	hostenv	systemtype	oslevel
v31022	FLUX	y.cs.p3	WWSM	WWSM-CMROLG-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p3vsx16	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v31023	FLUX	y.cs.p3	WWSM	WWSM-CMROLG-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p3vsx18	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v31024	FLUX	y.cs.p3	WWSM	WWSM-CMROLG-WEBSERVER;PROVISIONED.ICO;GPFS.CLIENT;CHEF.CLIENT;UCD.AGENT	p3vsx17	PRD	SYSTEM.UNKNOWN.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v36000	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST1.PRD.YZ	v30153	PRD	SERVICE	
v36001	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST2.PRD.YZ	v30153	PRD	SERVICE	
v36002	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST3.PRD.YZ	v30153	PRD	SERVICE	
v36003	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST1.PRD.YZ	v30154	PRD	SERVICE	
v36004	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST2.PRD.YZ	v30154	PRD	SERVICE	
v36005	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST3.PRD.YZ	v30154	PRD	SERVICE	
v36006	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST1.PRD.YZ	v30155	PRD	SERVICE	
v36007	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST2.PRD.YZ	v30155	PRD	SERVICE	
v36008	BAD	y.cs.p3	WWSM	WEBSERVER.SHTEST3.PRD.YZ	v30155	PRD	SERVICE	
v36010	LIVE	y.cs.p3	WWSM	WEBSERVER.CMARCH.PRD.YZ	v30153	PRD	SERVICE	
v36011	LIVE	y.cs.p3	WWSM	WEBSERVER.CMAUSO-EVEN.PRD.YZ	v30153	PRD	SERVICE	
v36012	LIVE	y.cs.p3	WWSM	WEBSERVER.CMAUSO-ODD.PRD.YZ;WEBSERVER.CMAUSO-ODD.PRD.YZ.SWS;WEBSERVER.CMAUSO-2015.PRD.YZ;WEBSERVER.CMAUSO-2015	v30153	PRD	SERVICE	
v36013	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-EVEN.PRD.YZ;WEBSERVER.CMMAST-EVEN.PRD.YZ.SWS	v30153	PRD	SERVICE	
v36014	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-ODD.PRD.YZ	v30153	PRD	SERVICE	
v36015	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-TICKETS.PRD.YZ;WEBSERVER.CMMAST-TICKETS.PRD.YZ.SWS	v30153	PRD	SERVICE	
v36016	LIVE	y.cs.p3	WWSM	WEBSERVER.CMROLG-EVEN.PRD.YZ;WEBSERVER.CMROLG-EVEN.PRD.YZ.SWS	v30153	PRD	SERVICE	
v36017	LIVE	y.cs.p3	WWSM	WEBSERVER.CMROLG-ODD.PRD.YZ;WEBSERVER.CMROLG-ODD.PRD.YZ.SWS	v30153	PRD	SERVICE	
v36018	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTONY-EVEN.PRD.YZ	v30153	PRD	SERVICE	
v36019	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTONY-ODD.PRD.YZ	v30153	PRD	SERVICE	
v36020	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSGA-EVEN.PRD.YZ	v30153	PRD	SERVICE	
v36021	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSGA-ODD.PRD.YZ;WEBSERVER.CMUSGA-ODD.PRD.YZ.SWS	v30153	PRD	SERVICE	
v36022	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSTA-EVEN.PRD.YZ;WEBSERVER.CMUSTA-EVEN.PRD.YZ.SWS	v30153	PRD	SERVICE	
v36023	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSTA-ODD.PRD.YZ;WEBSERVER.CMUSTA.PRD.YZ	v30153	PRD	SERVICE	
v36024	LIVE	y.cs.p3	WWSM	WEBSERVER.CMWIMB-EVEN.PRD.YZ;WEBSERVER.CMWIMB-EVEN.PRD.YZ.SWS	v30153	PRD	SERVICE	
v36025	LIVE	y.cs.p3	WWSM	WEBSERVER.CMWIMB-ODD.PRD.YZ	v30153	PRD	SERVICE	
v36026	LIVE	y.cs.p3	WWSM	WEBSERVER.CMARCH.PRD.YZ	v30154	PRD	SERVICE	
v36027	LIVE	y.cs.p3	WWSM	WEBSERVER.CMAUSO-EVEN.PRD.YZ	v30154	PRD	SERVICE	
v36028	LIVE	y.cs.p3	WWSM	WEBSERVER.CMAUSO-ODD.PRD.YZ;WEBSERVER.CMAUSO-ODD.PRD.YZ.SWS;WEBSERVER.CMAUSO-2015.PRD.YZ;WEBSERVER.CMAUSO-2015	v30154	PRD	SERVICE	
v36029	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-EVEN.PRD.YZ;WEBSERVER.CMMAST-EVEN.PRD.YZ.SWS	v30154	PRD	SERVICE	
v36030	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-ODD.PRD.YZ	v30154	PRD	SERVICE	
v36031	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-TICKETS.PRD.YZ;WEBSERVER.CMMAST-TICKETS.PRD.YZ.SWS	v30154	PRD	SERVICE	
v36032	LIVE	y.cs.p3	WWSM	WEBSERVER.CMROLG-EVEN.PRD.YZ;WEBSERVER.CMROLG-EVEN.PRD.YZ.SWS	v30154	PRD	SERVICE	
v36033	LIVE	y.cs.p3	WWSM	WEBSERVER.CMROLG-ODD.PRD.YZ;WEBSERVER.CMROLG-ODD.PRD.YZ.SWS	v30154	PRD	SERVICE	
v36034	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTONY-EVEN.PRD.YZ	v30154	PRD	SERVICE	
v36035	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTONY-ODD.PRD.YZ	v30154	PRD	SERVICE	
v36036	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSGA-EVEN.PRD.YZ	v30154	PRD	SERVICE	
v36037	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSGA-ODD.PRD.YZ;WEBSERVER.CMUSGA-ODD.PRD.YZ.SWS	v30154	PRD	SERVICE	
v36038	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSTA-EVEN.PRD.YZ;WEBSERVER.CMUSTA-EVEN.PRD.YZ.SWS	v30154	PRD	SERVICE	
v36039	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSTA-ODD.PRD.YZ;WEBSERVER.CMUSTA.PRD.YZ	v30154	PRD	SERVICE	
v36040	LIVE	y.cs.p3	WWSM	WEBSERVER.CMWIMB-EVEN.PRD.YZ;WEBSERVER.CMWIMB-EVEN.PRD.YZ.SWS	v30154	PRD	SERVICE	
v36041	LIVE	y.cs.p3	WWSM	WEBSERVER.CMWIMB-ODD.PRD.YZ	v30154	PRD	SERVICE	
v36042	LIVE	y.cs.p3	WWSM	WEBSERVER.CMARCH.PRD.YZ	v30155	PRD	SERVICE	
v36043	LIVE	y.cs.p3	WWSM	WEBSERVER.CMAUSO-EVEN.PRD.YZ	v30155	PRD	SERVICE	
v36044	LIVE	y.cs.p3	WWSM	WEBSERVER.CMAUSO-ODD.PRD.YZ;WEBSERVER.CMAUSO-ODD.PRD.YZ.SWS;WEBSERVER.CMAUSO-2015.PRD.YZ;WEBSERVER.CMAUSO-2015	v30155	PRD	SERVICE	
v36045	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-EVEN.PRD.YZ;WEBSERVER.CMMAST-EVEN.PRD.YZ.SWS	v30155	PRD	SERVICE	
v36046	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-ODD.PRD.YZ	v30155	PRD	SERVICE	
v36047	LIVE	y.cs.p3	WWSM	WEBSERVER.CMMAST-TICKETS.PRD.YZ;WEBSERVER.CMMAST-TICKETS.PRD.YZ.SWS	v30155	PRD	SERVICE	
v36048	LIVE	y.cs.p3	WWSM	WEBSERVER.CMROLG-EVEN.PRD.YZ;WEBSERVER.CMROLG-EVEN.PRD.YZ.SWS	v30155	PRD	SERVICE	
v36049	LIVE	y.cs.p3	WWSM	WEBSERVER.CMROLG-ODD.PRD.YZ;WEBSERVER.CMROLG-ODD.PRD.YZ.SWS	v30155	PRD	SERVICE	
v36050	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTONY-EVEN.PRD.YZ	v30155	PRD	SERVICE	
v36051	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTONY-ODD.PRD.YZ	v30155	PRD	SERVICE	
v36052	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSGA-EVEN.PRD.YZ	v30155	PRD	SERVICE	
v36053	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSGA-ODD.PRD.YZ;WEBSERVER.CMUSGA-ODD.PRD.YZ.SWS	v30155	PRD	SERVICE	
v36054	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSTA-EVEN.PRD.YZ;WEBSERVER.CMUSTA-EVEN.PRD.YZ.SWS	v30155	PRD	SERVICE	
v36055	LIVE	y.cs.p3	WWSM	WEBSERVER.CMUSTA-ODD.PRD.YZ;WEBSERVER.CMUSTA.PRD.YZ	v30155	PRD	SERVICE	
v36056	LIVE	y.cs.p3	WWSM	WEBSERVER.CMWIMB-EVEN.PRD.YZ;WEBSERVER.CMWIMB-EVEN.PRD.YZ.SWS	v30155	PRD	SERVICE	
v36057	LIVE	y.cs.p3	WWSM	WEBSERVER.CMWIMB-ODD.PRD.YZ	v30155	PRD	SERVICE	
v36060	LIVE	y.cs.p3	WWSM	WEBSERVER.JAMEXT.PRD.YZ	v30153	PRD	SERVICE	
v36061	LIVE	y.cs.p3	WWSM	WEBSERVER.JAMEXT.PRD.YZ	v30154	PRD	SERVICE	
v36062	LIVE	y.cs.p3	WWSM	WEBSERVER.JAMEXT.PRD.YZ	v30155	PRD	SERVICE	
v36063	LIVE	y.cs.p3	WWSM	WEBSERVER.CMCNOP.PRD.YZ	v30153	PRD	SERVICE	
v36064	LIVE	y.cs.p3	WWSM	WEBSERVER.CMCNOP.PRD.YZ	v30154	PRD	SERVICE	
v36065	LIVE	y.cs.p3	WWSM	WEBSERVER.CMCNOP.PRD.YZ	v30155	PRD	SERVICE	
v36066	LIVE	y.cs.p3	IBM	WEBSERVER.IBM.PRD.PORTAL.YZ;WEBSERVER.IBPPRD.PRD.YZ	v30131	PRD	SERVICE	
v36067	LIVE	y.cs.p3	IBM	WEBSERVER.IBM.PRD.PORTAL.YZ;WEBSERVER.IBPPRD.PRD.YZ	v30163	PRD	SERVICE	
v36068	LIVE	y.cs.p3	IBM	WEBSERVER.IBM.PRD.PORTAL.YZ;WEBSERVER.IBPPRD.PRD.YZ	v30167	PRD	SERVICE	
v36072	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTDCP.PRD.YZ	v30153	PRD	SERVICE	
v36073	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTDCP.PRD.YZ	v30154	PRD	SERVICE	
v36074	LIVE	y.cs.p3	WWSM	WEBSERVER.CMTDCP.PRD.YZ	v30155	PRD	SERVICE	
v50000	LIVE	g.ei.p5	SHARED	CWS.PRIMARY;XCAT.MASTER;DNS.XCAT;NFS;TFTP;INSTALL.LINUX;MONITORING.SMA.ITM.SCRIPT.CHKSANSW;MONITORING.SMA.ITM.SCRIPT.CHKSVC;MONITORING.SMA.ITM.SCRIPT.CHKXIV;MONITORING.SMA.ITM.RTEMS;MONITORING.SMA.ITM.SCRIPT.CHKDS4K;MONITORING.SMA.ITM.SCRIPT.CHKPOWERSYS;DIRSTORE.TRIGGER;MONITORING.SMA.ITM.SCRIPT.CHKIMM	p5vsx01	PRD	SYSTEM.X3550.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50001	LIVE	y.ei.p5	SHARED	GPFS.SERVER.NSD	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50002	LIVE	g.ei.p5	SHARED	GPFS.SERVER.NSD	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50003	LIVE	b.ei.p5	SHARED	GPFS.SERVER.NSD	p5vsp03	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50004	LIVE	y.ei.p5	SHARED	NFS;NTP.STRATUM2;TFTP;GPFS.SERVER.CNFS;WEBSERVER.EI.WFS;LCS.TARPKG;WEBSERVER.CLUSTER.YZPRDCL015	p5vsp01	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50005	LIVE	y.ei.p5	SHARED	NFS;TMF.LCF.GATEWAY;NTP.STRATUM2;GPFS.SERVER.CNFS;WEBSERVER.EI.WFS;WEBSERVER.CLUSTER.YZPRDCL015	p5vsp02	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50006	LIVE	g.ei.p5	SHARED	NFS;GPFS.SERVER.CNFS;LCS.TARPKG	p5vsp03	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50007	LIVE	g.ei.p5	SHARED	NFS;GPFS.SERVER.CNFS;GPFS.SERVER.SYNC	p5vsp01	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50008	LIVE	b.ei.p5	SHARED	NFS;GPFS.SERVER.CNFS;LCS.TARPKG	p5vsp02	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50009	LIVE	b.ei.p5	SHARED	NFS;TMF.LCF.GATEWAY;GPFS.SERVER.CNFS	p5vsp03	PRD	SYSTEM.P7-750.LPAR	Linux sles11 ppc64 3.0.101-0.47.67-ppc64
v50010	LIVE	g.ei.p5	SHARED	DNS.MASTER	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50011	LIVE	y.ei.p5	SHARED	DNS.FORWARDER;MAIL.INBOUND.RELAY;WEBSERVER.EI.LISTMAN;MAIL.DPR;WEBSERVER.CLUSTER.YZPRDCL011	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50012	LIVE	y.ei.p5	SHARED	DNS.FORWARDER	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50013	LIVE	y.ei.p5	SHARED	DNS.INTERNAL	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50014	LIVE	y.ei.p5	SHARED	DNS.INTERNAL;MAIL.OUTBOUND.RELAY	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50015	LIVE	y.ei.p5	SHARED	DNS.EXTERNAL.GSLB	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50016	LIVE	y.ei.p5	SHARED	DNS.EXTERNAL.GSLB	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50017	LIVE	g.ei.p5	SHARED	DNS.INTERNAL	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50018	LIVE	g.ei.p5	SHARED	DNS.INTERNAL	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50019	LIVE	b.ei.p5	SHARED	DNS.INTERNAL	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50020	LIVE	b.ei.p5	SHARED	DNS.INTERNAL;MAIL.OUTBOUND.RELAY;SQUID	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50021	LIVE	b.ei.p5	SHARED	DNS.INTERNAL.GSLB	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50022	LIVE	y.ei.p5	SHARED	MAIL.INBOUND.GW	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50023	LIVE	y.ei.p5	SHARED	MAIL.OUTBOUND.GW	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50024	LIVE	g.ei.p5	SHARED	NESSUS	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50025	LIVE	b.ei.p5	SHARED	TRIPWIRE;SCANNER.OLD	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50026	LIVE	g.ei.p5	SHARED	TSM;GPFS.SERVER	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50027	LIVE	b.ei.p5	SHARED	MONITORING.SMA.ITCAMISM.AGENT;BASTION.INTERNAL.EI;BASTION.INTERNAL.SRM.SCPONLY;MONITORING.SMA.ITCAMDPA.AGENT	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50028	LIVE	y.ei.p5	SHARED	MONITORING.SMA.ITCAMISM.AGENT;BASTION.INTERNAL.EI;SRM.PROXY;MONITORING.SMA.MSA.AGENT;MONITORING.SMA.ITCAMDPA.AGENT	p5vsp03	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50029	FLUX	y.ei.p5	SHARED	SPONG;WEBSERVER.CLUSTER.YZPRDCL009;WEBSERVER.SPONG.TEST	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50030	LIVE	g.ei.p5	SHARED	TMF.TMR.SERVER;TMF.EPP.PROXY	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50031	LIVE	g.ei.p5	SHARED	DATABASE.SMA.LDAP.DB2V9;LDAP.SMA;MONITORING.SMA.ITCAMISM.AGENT	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50032	LIVE	y.ei.p5	SHARED	NETFLOW.COLLECTOR	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50033	LIVE	y.ei.p5	SHARED	LDAP.DIRSTORE.V63;LDAP.AUTH.V63;DATABASE.SHARED.LDAP.DB2V9	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50034	LIVE	y.ei.p5	SHARED	SECLOGGER	p5vsx04	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50035	FLUX	b.ei.p5	SHARED	WEB.EI.PTL;LCS.TARPKG;DNSPOLL;WEBSERVER.EI.PORTAL;WEBSERVER.CLUSTER.BZPRDCL002;PUB.BZPRTL.DIST;PUB.BZPRTL.LDIST;PUB.BZPRTL.HUB.BZ	p5vsp06	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50036	FLUX	g.ei.p5	SHARED	DIRECTOR;DATABASE.SHARED.CLIENT.DB2V9	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50037	LIVE	g.ei.p5	SHARED	DATABASE.SHARED.PRD	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50038	LIVE	y.ei.p5	SHARED	MONITORING.SMA.ITM.RTEMS;MONITORING.SMA.ITM.WPA;NETCOOL.OMNIBUS.SOCKET.SERVER;NETCOOL.OMNIBUS.MTTRAPD.SERVER;DATABASE.SHARED.CLIENT.DB2V10	p5vsp03	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50039	LIVE	y.ei.p5	SHARED	MONITORING.SMA.ITM.RTEMS;MONITORING.SMA.ITM.WPA;NETCOOL.OMNIBUS.SOCKET.SERVER;NETCOOL.OMNIBUS.MTTRAPD.SERVER;DATABASE.SHARED.CLIENT.DB2V10	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50040	LIVE	y.ei.p5	SHARED	MONITORING.SMA.ITNM;DATABASE.SHARED.ITNM.CLIENT.DB2V10	p5vsp03	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50041	LIVE	g.ei.p5	SHARED	MONITORING.SMA.ITNM.WEBGUI;NETCOOL.OMNIBUS.WEBGUI;DATABASE.SHARED.ITNM	p5vsp03	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50042	LIVE	y.cs.p5	SHARED	UCD.RELAY.PRD;CHEF.CLIENT;UCD.AGENT	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50043	FLUX	y.cs.p5	SHARED	UCD.RELAY.PRD;CHEF.CLIENT;UCD.AGENT	p5vsx04	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50044	LIVE	y.ei.p5	SHARED	LCS.MIDLEVEL	p5vsp03	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50045	LIVE	b.ei.p5	SHARED	DNS.INTERNAL.GSLB	p5vsx03	PRD	SYSTEM.X3650.VM	Linux sles11 x86_64 3.0.101-0.47.67-default
v50046	LIVE	g.cs.p5	SHARED	WAS.DM.VE.PRD.85;WAS.DM.G5PRD85EDVE	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50047	LIVE	b.ei.p5	IBM	PUB.IBM.HUB.BZ;PUB.IBM.LDIST.BZ	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50048	LIVE	b.ei.p5	IBM	WEBSERVER.IBM.PRD.BZ;PUB.IBM.ENDPOINT.BZ;WEBSERVER.CLUSTER.BZPRDCL005	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50049	LIVE	b.ei.p5	IBM	WEBSERVER.IBM.PRD.BZ;PUB.IBM.ENDPOINT.BZ;WEBSERVER.CLUSTER.BZPRDCL005	p5vsp01	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50050	LIVE	g.cs.p5	SHARED	WAS.ODR.VE.PRD.85	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50051	FLUX	g.cs.p5	SHARED	WAS.ODR.VE.PRD.85	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50052	LIVE	g.cs.p5	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;PUB.EVENTS.ENDPOINT.WAS;WAS.EDR.PRD;WAS.STG.PRD;APPDYNAMICS.AGENT.PRD	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50053	LIVE	g.cs.p5	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;PUB.EVENTS.ENDPOINT.WAS;WAS.EDR.PRD;WAS.STG.PRD;APPDYNAMICS.AGENT.PRD	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50054	LIVE	g.cs.p5	SHARED	WXS.VE.PRD.86;WXS.VE.PRD.GRID.86	p5vsp02	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50055	LIVE	g.cs.p5	SHARED	WXS.VE.PRD.86;WXS.VE.PRD.CATALOG.86;WXS.VE.PRD.GRID.86	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50056	LIVE	g.cs.p5	IBM	WAS.IBM.PRD.ES;GPFS.IBMSEARCH;PUB.IBM.ENDPOINT2.PROD.GZ	p5vsx08	PRD	SYSTEM.X3850	Linux sles11 x86_64 3.0.101-0.47.67-default
v50057	LIVE	g.cs.p5	IBM	WAS.IBM.PRD.ES;GPFS.IBMSEARCH;PUB.IBM.ENDPOINT2.PROD.GZ	p5vsx09	PRD	SYSTEM.X3850	Linux sles11 x86_64 3.0.101-0.47.67-default
v50058	LIVE	g.cs.p5	SHARED	WAS.VE.PRD.85;PUB.SHARED.ENDPOINT.PRD.VE.GZ;WAS.FIXCENTRAL.PRD	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50059	LIVE	b.ei.p5	IBM	WEBSERVER.IBM.PRD.BZ;PUB.IBM.ENDPOINT.BZ;WEBSERVER.CLUSTER.BZPRDCL005	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50061	LIVE	g.ei.p5	SHARED	VMWARE.VCENTER.PORTAL	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50062	LIVE	b.ei.p5	EDR	WEBSERVER.EDR.PRD;RADIUS.EDR.PRD;WEBSERVER.CLUSTER.BZPRDCL009;DATABASE.EDR.CLIENT.DB2V10	p5vsx02	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50063	LIVE	b.ei.p5	EDR	WEBSERVER.EDR.PRD;RADIUS.EDR.PRD;WEBSERVER.CLUSTER.BZPRDCL009;DATABASE.EDR.CLIENT.DB2V10	p5vsx03	PRD	SYSTEM.X3650.VM	Linux rh6.7 i386 2.6.32-573.7.1.el6.x86_64
v50064	LIVE	g.cs.p5	EDR	DATABASE.EDR.PRD;LDAP.EDR.PRD;MQ.EDR.QREPL.PRD;MONITORING.SMA.ITM.SCRIPT.DB2REPL	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50065	LIVE	y.cs.p5	XSR	WEBSERVER.XSR.PRD;WEBSERVER.CLUSTER.YZPRDCL007;PUB.XSR.ENDPOINT.PRD.YZ	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50066	LIVE	y.cs.p5	XSR	WEBSERVER.XSR.PRD;WEBSERVER.CLUSTER.YZPRDCL007;PUB.XSR.ENDPOINT.PRD.YZ	p5vsp04	PRD	SYSTEM.P7-750.LPAR	AIX AIX7 64-bit 7100-03-05-1524
v50067	LIVE	g.cs.p5	XSR	MQ.XSR.CLIENT;WAS.XSR.PRD;DATABASE.XSR.CLIENT.DB2V9;WAS.XSR.PRD7;WXS.XSR.PRD.CATALOG;WXS.XSR.PRD.GRID;PUB.XSR.LDIST.PRD2.GZ	p5vsp05	PRD	SYSTEM.P7-780.LPAR	AIX AIX7 64-bit 7100-03-05-1524
